MPID,name.x,constituency,Hluttaw,committee.x,position,
UPMP-02-0105,ဦးဖေတင်,မွန်-6,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0111,​ဒေါ်ထုမေ,ရခိုင်-11,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,အတွင်းရေးမှူး,
UPMP-02-0166,ဦးရဲမြင့်စိုး,ရန်ကုန်-7,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0139,ဦးစိုင်းအုန်းကျော်,ရှမ်း-4,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0144,ဦးခွန်သိန်းဖေ,ရှမ်း-9,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0005,ဦးစခင်ဇော်လင်း,ဧရာဝတီ-2,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,အဖွဲ့ဝင်,
,ဗိုလ်မှူးချုပ်ကျော်ဆွေဦး,,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0039,​ဒေါက်တာခွန်ဝင်းသောင်း,ကချင်-11,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0058,​ဦးအောင်ကျော်စိုး,ကယား-7,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0066,​ဦးစောချစ်ဦး,ကရင်-3,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0028,ဦးမျိုးထပ်(ခ)ဆလိုင်းမျိုးထိုက်,ချင်း-12,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အတွင်းရေးမှူး,
UPMP-02-0032,ဦးပူဂင်ကမ်းလျန်,ချင်း-5,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0131,ဦးကိုကိုနိုင်,စစ်ကိုင်း-8,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0156,ဦးကင်းရှိန်,တနင်္သာရီ-9,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0014,ဦးဝင်းကြိုင်,ပဲခူး-10,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0083,ဦးဝင်းမြင့်,မကွေး-8,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0092,ဦးအောင်မျိုးလတ်,မန္တလေး-5,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0118,ဦးကျော်သိန်း,ရခိုင်-7,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0157,​ဒေါက်တာဌေးကြွယ်,ရန်ကုန်-1,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,ဥက္ကဋ္ဌ,
UPMP-02-0168,ဦးဖေချစ်,ရန်ကုန်-9,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0003,​ဒေါ်မေသန်းနွဲ့,ဧရာဝတီ-11,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေး၊ ဒီမိုကရေစီအရေးနှင့် လူအခွင့်အရေး ကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0042,ဦးဇယ်ခေါင်,ကချင်-3,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0051,​ဒေါ်နော်မြစေး,ကယား-11,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,ဥက္ကဋ္ဌ,
UPMP-02-0068,ဦးစိုင်းသန်းနိုင်,ကရင်-5,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0035,ဦးမာန်လောမောင်း,ချင်း-8,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0121,ဦးကျော်သောင်း,စစ်ကိုင်း-1,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0150,ဦးထွန်းလင်း,တနင်္သာရီ-3,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0024,ဦးအေးချို,ပဲခူး-9,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
