MPID,name.x,constituency,Hluttaw,committee.x,position,
LWMP-02-0100,ဦးကံဦး,စလင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံတကာဆက်ဆံရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0131,ဦးနိုင်ထူးအောင်,နွားထိုးကြီးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံတကာဆက်ဆံရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0037,ဒေါ်ခင်နှင်းသစ်,ပန်းတောင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံတကာဆက်ဆံရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0152,ဒေါ်မိကွန်ချမ်း,ပေါင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံတကာဆက်ဆံရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0041,ဒေါက်တာဒေါ်ရွှေပုံ,ပဲခူးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံတကာဆက်ဆံရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0238,ဒေါ်နန်းမိုး,မန်တုံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံတကာဆက်ဆံရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0242,ဦးစိုင်းဆိုင်မိုင်း,မိုင်းကိုင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံတကာဆက်ဆံရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0256,ဦးစိုင်းငေါင်းဆိုင်ဟိန်း,မောက်မယ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံတကာဆက်ဆံရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0079,ဦးဇာနည်မင်း,ရွှေကူမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံတကာဆက်ဆံရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0022,ဦးဇော်သိန်း,ဝါးခယ်မမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံတကာဆက်ဆံရေးကော်မတီ,ဥက္ကဋ္ဌ,
,ဗိုလ်မှူးကြီးမင်းသန်း,,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0269,ဦးခင်ဇော်,ကော့သောင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0128,ဦးစော,ညောင်ဦးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0057,ဦးကျင့်ရှင်းထန်,တီးတိန်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0191,ဦးဝင်းမြင့်အောင်,ဒီပဲယင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အတွင်းရေးမှူး,
LWMP-02-0308,ဦးဌေးဝင်းအောင်(ခ)ပြုံးချို,ဒေါပုံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0310,ဦးမြင့်လွင်,ပုဇွန်တောင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0311,ဦးထွန်းမြင့်,ဗဟန်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0153,ဦးတင်ကိုကိုဦး(ခ)အတွတ်,ဘီးလင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0061,ဦးနေလင်းအောင်,မင်းတပ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0015,ဦးခင်မောင်လတ်,မြန်အောင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0247,ဦးစိုင်းထွန်းစိန်,မိုင်းပျဉ်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0263,ဦးစိုင်းမွန်း,လဲချားမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0049,ဦးတင်ထွေး,ဝေါမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0026,ဒေါ်သန္တာ,အိမ်မဲမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် နိုင်ငံသားများ၏ မူလအခွင့်အရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
,ဗိုလ်မှူးချုပ်စိုးမြင့်,,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0150,ဦးစောကျော်ဝင်းမောင်,ကျိုက်မရောမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0027,ဦးမြင့်ငွေ,ကျောက်ကြီးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0121,ဒေါက်တာတင်အောင်,ကျောက်ဆည်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0188,ဦးမြင့်ထွန်း,တန့်ဆည်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0056,ဦးခမ်ခန့်ထန်,တွန်းဇံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အတွင်းရေးမှူး,
LWMP-02-0010,ဦးတင်လှ,ဓနုဖြူမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0060,ဒေါက်တာဆလိုင်းရီယန်းဗဲလ်(ခ)ဆလိုင်းရန်းဗယ်,ဖလမ်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0074,ဦးနန်မွန်တင်,မချမ်းဘောမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0141,ဒေါက်တာဝင်းစိုးဦး,မိတ္ထီလာမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0078,ဦးဝင်းအောင်,မိုးမောက်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0172,ဦးကျော်ရွှေ,ရမ်းဗြဲမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0325,ဦးရွှေလှ(ခ)ဦးရွှေလှဝင်း,သင်္ဃန်းကျွန်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0210,ဦးမျိုးညွန့်,ဟုမ္မလင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပညာရေးမြှင့်တင်မှုကော်မတီ,အဖွဲ့ဝင်,
,ဗိုလ်မှူးကြီးအောင်မြင့်,,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0219,ဦးယန်ကျင်းကန်,ကွမ်းလုံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0098,ဒေါ်ယဥ်မင်းလှိုင်,ဂန့်ဂေါမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0295,ဦးတင်မောင်ဝင်း,ဆိပ်ကမ်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0103,ဦးအောင်သိုက်,ဆိပ်ဖြူမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0189,ဦးနိုင်နိုင်ဝင်း,တမူးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0304,ဒေါက်တာခင်မောင်မောင်,ဒဂုံမြို့သစ်(မြောက်ပိုင်း)မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0309,ဦးနေဖူးဗဆွေ,ပန်းဘဲတန်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အတွင်းရေးမှူး,
LWMP-02-0282,ဦးသန်းစိုးအောင်,ပျဥ်းမနားမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0272,ဦးအုန်းခင်,ပုလောမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0237,ဦးတင်အေး,မက်မန်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0167,ဦးစစ်နိုင်,မင်းပြားမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0246,ဦးစိုင်းကျော်မိုး,မိုင်းပန်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0045,ဦးစောသလေးစော,ရွှေကျင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0264,ဦးစိုင်းဦးခမ်း,သိန္နီမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပို့ဆောင်ရေး၊ ဆက်သွယ်ရေးနှင့် ဆောက်လုပ်ရေးကော်မတီ,အဖွဲ့ဝင်,
,ဗိုလ်မှူချုပ်သန်းလွင်,,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0181,ဦးမြင့်ကြည်,ကသာမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0097,ဦးဘိုကြီး,ချောက်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0007,ဦးအောင်မင်း,ဇလွန်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0280,ဦးကျော်တင့်,တပ်ကုန်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0033,ဦးခင်မောင်သန်း,တောင်ငူမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အတွင်းရေးမှူး,
LWMP-02-0130,ဦးစစ်အေး,တောင်သာမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0039,ဒေါ်နီနီဒွန်း,ပေါက်ခေါင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0317,ဦးအောင်ဝင်း,မှော်ဘီမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0248,ဦးလင်းဇော်ထွန်း,မိုင်းဖြတ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0252,ဦးစိုင်းသီဟကျော်,မိုင်းရယ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0202,ဒေါ်ချိုချိုဝင်း,မော်လိုက်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0322,ဦးသိန်းတန်,လှည်းကူးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0094,ဦးခင်ချို,လှိုင်းဘွဲ့မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0119,ဦးကံမြင့်,သရက်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ငွေစာရင်းကော်မတီ,အဖွဲ့ဝင်,
,ဗိုလ်မှူးကြီးထွန်းသန်းအုန်း,,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0005,ဦးထွန်းလင်းမော်,ကြံခင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0125,ဦးမင်းသိန်း,ငါန်းဇွန်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0082,ဦးပေါလ်ဆိုင်း,ဒီးမော့ဆိုမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0228,ဦးဌေးလွင်(ခ)ဦးဒီလုံး,နမ့်စန်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0165,ဦးအောင်ကျော်ဇံ,ပေါက်တောမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0071,ဦးတင့်စိုး,ဖားကန့်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အတွင်းရေးမှူး,
LWMP-02-0112,ဒေါ်ခင်သန်းနု,မင်းတုန်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0138,ဒေါက်တာဦးလင်းလင်းကျော်,မြစ်သားမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0076,ဦးဝင်းနိုင်,မိုးကောင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0318,ဒေါ်ဇင်မာအောင်,ရန်ကင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0156,ဒေါက်တာအောင်ထွန်းခိုင်(ခ)ဦးချိန်ဝင်း,ရေးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0174,ဦးမင်းကြည်,သံတွဲမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0326,ဦးလွင်ကိုလတ်,သန်လျင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0211,ဒေါက်တာဒေါ်ပြုံး,အင်းတော်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ပြည်သူ့ရေးရာစီမံခန့်ခွဲမှုကော်မတီ,အဖွဲ့ဝင်,
,ဗိုလ်မှူးချုပ်တင်စိုး,,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0003,ဦးစိုးအောင်နိုင်,ကျုံပျော်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0215,ဦးစိုင်းထွန်းအောင်,ကျောက်မဲမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0296,ဦးတင်ထွန်းနိုင်,ဆိပ်ကြီး/ခနောင်တိုမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အတွင်းရေးမှူး,
LWMP-02-0306,ဒေါက်တာသက်သက်ခိုင်,ဒဂုံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0132,,ပျော်ဘွယ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0194,ဒေါ်ခင်စန်းလှိုင်,ပုလဲမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0110,ဦးရဲထွန်းဝင်း,ပေါက်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0169,ဦးဦးလှစော,မြောက်ဦးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0203,ဦးအောင်စိုး,ယင်းမာပင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0275,ဦးသက်နိုင်ဦး,ရေဖြူမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0284,ဦးမျိုးဇော်ဦး,လယ်ဝေးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
